11.906,19.952,19.952,19.525,19.525,19.745,20.868,20.826,20.839,22.311,19.136,19.274,15.777,12.655,12.952,9.3611,13.31,13.288,14.402,14.756,8.9915,7.7776,8.8922,12.234,15.359,15.976,6.2481,6.2481,11.717,10.863,4.3529,57.963,68.685,77.877,71.495,79.997,98.961,93.971,74.104,67.978,98.707,115.95,92.962,62.292,61.174,88.888,78.569,80.612,92.19,90.387,52.729,54.146,68.909,56.146,-3.5873,-3.501,46.615,41.608,25.772,26.203,36.311,38.714,33.8,17.951,33.225,17.359,-2.1249,57.568,22.293,-49.795,-18.845,9.9127,28.697,32.045,-11.554,-9.1763,-9.5077,-14.06,2.7143,7.0149,-2.7976,-5.5489,0.9779,-4.5878,-10.639,-10.399,-10.145,-10.341,0.77766,-2.419,2.8294,12.648,26.222,51.755,62.066,46.749,111.26,127.65,139.31,160.27,118.27,122.43,114.42,195.97,141.28,10.143,9.4237,20.068,19.741,24.974,105.84,124.76,124.98,122.39,159.08,164.54,173.26,160.21,138.32,115.06,63.369,63.612,60.859,59.27,54.739,50.927,70.211,65.775,60.665,58.079,71.43,57.583,50.541,62.091,63.653,78.325,78.196,57.137,47.75,53.467,65.32,60.622,57.981,37.342,36.322,17.357,6.1468,2.5508,13.74,13.74,12.419,12.271,11.707,9.1038,12.584,10.929,9.984,9.0401,10.012,7.5919,7.5918,-2.9453,-3.2185,-3.3798,-3.471,-6.1962,-7.8256,-8.7068,11.772,35.531,36.68,44.037,46.099,-13.657,21.387,52.658,9.7333,13.858,18.119,16.803,-49.963,-50.435,-13.549,35.962,52.627,67.931,14.596,79.709,114.59,131.47,146.36,155.61,155.61,4.5654
19.456,20.664,20.664,21.748,21.748,21.712,23.995,23.969,22.959,20.784,21.332,26.855,28.751,17.364,7.3792,7.518,15.858,12.451,7.8902,7.9024,10.178,9.8689,7.0412,7.5947,8.4222,8.5478,6.045,6.045,14.932,15.199,11.63,42.951,45.839,65.554,72.625,91.305,98.035,79.37,58.122,54.133,76.78,102.19,90.321,72.059,71.675,75.501,77.574,77.972,104.85,105.48,78.012,77.91,84.097,76.826,12.819,12.872,47.997,44.865,24.467,24.346,37.254,37.902,36.528,23.315,15.689,-2.0472,-6.0109,96.167,38.694,-55.053,-13.762,29.539,42.869,18.441,-12.692,-3.3496,-3.2479,-6.8482,6.6229,7.002,-8.335,-8.8565,5.577,2.8612,-3.6605,-5.158,-10.198,-9.7152,-4.6969,-6.5748,5.4214,7.6978,11.465,23.633,34.108,41.554,68.546,81.775,86.259,149.19,138.26,159.81,150.16,135.06,72.681,37.19,37.782,12.285,12.521,9.8816,87.833,87.5,95.291,78.446,116.29,119.85,190.24,196.35,161.24,144.55,66.96,66.733,62.372,61.345,61.96,52.139,66.838,58.832,57.034,54.337,61.595,47.465,40.12,54.63,54.995,65.073,65.077,55.106,54.559,56.68,59.062,58.172,58.427,55.847,48.272,27.728,-3.3092,-3.5231,10.786,10.786,11.534,11.402,11.736,8.081,9.5706,5.0813,4.4058,8.8283,9.7089,4.8986,4.8986,-2.5233,-2.7263,-0.6022,-0.59914,-16.509,-16.972,-16.475,13.426,24.464,19.248,24.377,37.382,7.0969,-21.011,0.75083,-5.1,-0.016614,9.2204,8.4127,9.1945,9.9952,24.482,3.0073,0.69142,51.748,41.109,97.595,125.53,71.946,108.43,83.023,83.023,46.24
43.413,43.594,43.594,45.797,45.797,45.798,43.082,43.084,42.872,28.883,29.527,29.393,30.704,20.645,11.11,10.648,19.149,13.171,4.1368,4.481,14.343,14.562,8.6652,8.324,4.6481,4.5777,18.488,18.493,19.605,19.609,38.59,44.029,42.342,65.276,70.259,90.178,89.216,70,63.692,73.773,78.277,86.872,86.212,102.05,102.29,82.07,85.026,84.175,119.48,119.45,102.36,102.31,115.88,115.45,61.397,61.38,64.615,64.524,48.449,48.453,54.459,57.057,56.568,50.009,44.988,40.633,42.801,90.033,42.598,-31.716,-0.32317,5.9772,3.6278,16.419,7.2958,24.7,24.696,-10.695,-5.6067,-5.9539,-21.562,-21.411,23.318,22.479,12.602,4.2457,-13.387,-12.416,-13.971,-14.874,-0.48643,-1.6463,-7.0839,-4.7661,9.9957,36.058,36.415,53.422,53.033,140.41,140.97,166.35,166.56,105.05,70.632,68.448,68.486,7.2408,7.2296,3.3352,41.98,38.891,46.78,40.5,92.866,93.49,164.88,169.03,141.32,138.03,80.025,80.06,64.909,65.213,66.389,56.857,60.106,51.206,51.163,59.64,60.616,56.381,54.248,69.162,69.001,67.089,67.089,67.807,75.636,75.286,58.861,59.355,61.565,64.359,57.113,51.208,15.603,16.164,10.127,10.127,3.0517,3.0904,3.2092,8.4732,8.6541,1.3151,1.2151,7.1442,7.2698,2.5084,2.5084,-1.8464,-1.7888,0.90412,0.9046,-24.245,-24.054,-23.751,15.873,16.441,11.568,12.354,35.077,32.754,23.378,27.518,-17.756,-17.615,8.1676,8.4105,19.927,19.8,23.76,-14.178,-20.778,42.467,47.266,85.17,89.638,9.5556,69.999,78.699,78.699,82.657
89.145,90.779,90.779,88.157,88.157,88.157,70.783,70.783,71.003,50.462,50.42,40.555,40.369,40.243,35.436,27.83,32.125,41.259,35.958,34.89,23.404,23.297,34.503,34.286,31.014,30.991,61.627,61.569,41.158,41.153,96.172,92.527,78.68,93.193,93.206,106.58,106.05,96.187,98.026,118.12,115.44,106.14,108.19,142.21,142.46,109.59,109.93,109.41,136.68,136.62,131.26,131.27,156.42,158.44,126.4,126.4,106.56,107.38,101.63,101.63,96.742,93.527,97.924,94.839,96.402,85.297,86.628,70.287,57.181,47.483,56.419,16.055,-8.1185,45.877,34.314,58.409,58.414,-17.051,-16.247,-16.945,-29.226,-28.888,50.584,49.962,28.754,16.404,1.9661,0.91308,-3.7085,-2.1367,-12.706,-13.41,-16.823,-17.048,0.0732,28.33,24.373,51.674,50.788,135.08,137.12,170.63,171.88,100.35,96.533,84.288,84.252,3.1209,3.1196,1.1578,16.68,16.353,26.403,27.446,78.24,77.729,117.82,116.82,109.47,111.33,97.663,97.662,77.443,77.433,77.66,82.621,81.17,65.398,65.525,101.34,100.54,97.341,98.022,118.98,118.99,92.662,92.664,92.258,97.267,96.679,74.381,74.627,73.598,74.6,73.789,75.555,57.375,57.502,43.482,43.482,-5.2726,-5.2739,-5.4723,7.4418,7.2932,2.6505,2.7171,6.1791,6.0871,2.6706,2.6706,1.0791,1.0773,-4.2321,-4.2321,-13.888,-13.895,-13.987,21.315,19.679,18.319,17.522,52.241,56.743,71.422,68.914,13.201,12.81,32.434,32.426,36.942,36.943,41.972,-1.7252,1.6745,38.256,41.481,57.98,53.035,-0.31604,32.274,86.777,86.777,98.371
150.27,147.84,147.84,131.07,131.07,131.07,105.56,105.56,105.53,90.588,90.562,85.332,85.129,89.122,88.15,69.639,69.932,118.34,119.31,117.48,40.169,39.786,96.561,96.653,97.598,97.561,134.2,134.35,103.04,103.04,164.13,162.4,131.01,134.96,132.77,146.13,147.71,139.76,141.57,164.77,163.29,152.21,152.5,177.92,177.72,149.43,148.88,152.24,158.46,158.58,172.21,172.22,190.04,189.63,172.37,172.38,164.58,164.38,166.23,166.23,159.34,138.63,148.08,139.41,139.08,114.8,114.4,90.782,96.175,172.73,166.35,60.225,27.554,81.773,61.353,89.01,88.947,12.641,12.277,12.226,4.5293,4.346,79.89,81.289,37.961,28.919,75.943,68.18,63.309,70.608,-1.7352,-1.5881,5.1458,3.173,5.1368,24.42,23.057,79.205,79.194,142.48,142.93,188.27,188.4,116.14,120.86,92.016,92.03,21.183,21.183,23.182,50.216,50.452,77.61,74.574,97.996,97.656,120.13,120.08,113.7,114.84,121.31,121.31,102.29,102.29,101.78,132.72,131.51,102.01,102.2,173.3,172.79,149.19,149.8,174,174,126.89,126.86,116.03,114.84,114.94,101.46,101.53,85.197,84.947,90.238,91.978,88.628,88.572,113.2,113.2,8.2851,8.2849,8.4555,5.9064,5.7743,16.771,16.822,22.195,22.144,19.885,19.885,21.605,21.605,-2.4518,-2.4518,16.744,16.743,16.746,34.355,33.853,33.881,33.699,96.652,97.857,91.299,89.877,85.755,85.539,72.991,72.99,84.247,84.247,74.549,43.001,51.674,46.106,45.427,71.274,63.32,52.405,13.049,64.512,64.512,108.52
211.92,195.32,195.32,170.69,170.69,170.69,152.15,152.15,152.15,149.04,149.04,164.33,162.95,156.62,157.18,134.71,134.15,197.88,201.22,204.5,99.177,99.555,187.24,187.21,191.15,191.08,217.51,217.81,189.88,189.89,221.19,221.64,176.07,175.24,175.33,197.85,196.15,173.23,172.07,211.1,211.73,198.23,198.24,219.06,216.77,185.54,185.64,196.73,182.76,183.09,211.15,211.15,205.04,205.05,206.27,206.25,211.84,211.93,219.49,219.49,217.17,186.97,186.52,173.68,173.5,144.17,144.18,141.02,144.68,274.25,262.33,129.21,108.46,116.72,100.27,130.4,130.53,95.3,95.425,96.672,91.199,90.895,123.26,131.45,55.206,53.319,182.6,171.02,165.76,176.64,72.197,72.314,84.312,76.849,33.02,39.437,40.398,135.35,135.4,168.46,168.24,214.76,214.68,148.8,150.45,122.63,122.66,74.759,74.759,83.634,119.99,119.98,161.08,154.49,155.94,156.25,161.48,161.5,145.18,144.84,152.99,152.97,133.57,133.57,134.03,183.67,182.77,141.81,141.75,234.83,234.99,182.26,182.1,202.65,202.65,152.34,152.41,137.3,133.9,133.81,130.61,130.3,99.012,99.289,101.01,100.55,88.286,88.288,178.46,178.46,64.927,64.927,66.007,17.871,17.91,47.234,47.218,66.518,66.55,63.106,63.106,69.744,69.744,37.097,37.097,57.666,57.666,57.667,62.205,62.322,62.335,62.423,155.06,154.67,120.45,120.89,155.83,155.91,115.09,115.09,135.28,135.28,76.375,82.537,73.046,83.297,81.363,127.47,111,121.35,43.8,56.637,56.637,124.85
255.63,231.26,231.26,213.35,213.35,213.35,209.4,209.4,209.4,211.23,211.24,239.15,237.13,218.54,218.92,203.33,203.31,243.63,244.9,261.77,196,198.95,267.25,267.13,268.53,268.58,277.05,276.7,261.72,261.68,255.95,255.96,215.05,214.32,219.87,243.28,230.85,200.28,200.28,255.61,255.99,225.18,224.99,260.62,256.75,212.24,212.24,229.09,208.46,208.18,231.62,231.62,216.84,216.84,240.63,240.56,241.12,241.29,244.01,244.01,255.89,234.6,211.17,201.44,202.27,185.63,185.61,192,190.95,311.62,302.18,201.39,200.38,164.8,163.42,175.06,175.36,176.3,176.38,179.2,176.01,176.22,171.38,183.48,100.26,101.4,259.33,251.99,245.19,253.28,177.97,178.47,187.88,173.99,78.551,79.173,80.204,192.97,192.97,199.98,199.99,233.17,233.12,195.37,194.78,175.42,175.39,147.72,147.72,160.49,184.75,184.75,215.31,210.7,207.88,209.05,200.08,200.08,177.97,177.98,183.57,183.62,160.09,160.09,161.4,208.59,206.8,172.59,172.59,255.3,255.29,196.77,196.78,206.3,206.3,167.87,168.01,158.46,157.5,157.61,156.34,155.72,123.19,122.88,115.27,115.29,86.59,86.59,195.3,195.3,130.58,130.58,132.16,61.433,61.432,97.012,97.012,134.01,134.14,129.04,129.04,137.65,137.65,117.41,117.41,107.7,107.7,107.7,114.22,114.94,112.37,112.46,198.86,199.11,153.45,153.44,190.42,190.28,155.57,155.57,184.01,183.88,97.384,120.4,60.49,108.73,105.08,164.87,147.81,171.7,112.23,95.638,95.638,103.69
274.99,257.27,257.27,253.62,253.69,253.69,256.22,256.22,256.22,257.59,257.54,278.91,277.44,257.85,257.8,250.89,250.77,262.62,263.97,286.78,285.91,290.22,310,309.92,307.36,307.98,302.43,300.17,288.84,288.95,274.93,274.93,249.66,249.6,263.9,276.2,257.32,238.07,241.71,285.82,285.35,252.42,251.19,290.55,287.08,234.98,234.96,248.79,235.04,232.77,239.21,239.2,232.05,232.05,275.11,275.03,261.53,261.32,252.69,252.69,273.61,270.25,235.51,233.52,235.91,233.59,233.63,235.31,235.35,309.55,306.54,257.67,265.49,224.34,225.27,213.33,213.75,219.52,219.46,219.8,218.91,220.94,211.5,220.26,165.3,166.21,272.36,275.28,268.73,270.43,251.05,250.96,259.27,245.89,143.53,142.83,142.04,228.5,228.5,223.27,223.27,241.35,241.24,227.71,227.69,224.4,224.2,208.44,208.44,220.56,224.35,224.36,223.4,222.6,231,232.63,215.48,215.48,198.64,198.64,201.99,202.09,188.36,188.36,188.31,213.05,211.76,194.37,194.37,241.53,241.56,209.11,209.11,208,208,184.99,184.85,184.36,184.66,185.34,182.6,183.34,162.75,160.74,147.93,147.84,119.44,119.44,187.23,187.23,176.08,176.08,177.24,128.81,128.81,154.06,154.06,192.94,193.14,189.75,189.75,194.26,194.26,196.58,196.58,165.3,165.3,165.3,172.63,173.58,164.66,164.79,209.92,210.16,181.46,181.46,201.36,201.75,189.06,189.06,211.3,212.91,150.4,158.82,70.861,113.04,108.04,149.05,157.82,182.9,168.47,148.52,148.52,56.762
280.62,276.92,276.92,278.91,278.56,278.56,280.69,280.69,280.69,279.97,280.07,288.81,288.53,274.32,274.17,269.51,268.32,288.78,292.37,306.43,320.29,322.65,316.65,317.07,311.99,313.22,303.22,299.9,291.71,291.94,285.04,285.04,276.06,276.12,294.43,295.3,280.42,278.9,287.04,298.12,295.1,282.29,280.46,298.43,296.77,258.98,259.05,263.14,260.44,256.66,252.17,252.24,251.52,251.51,291.15,291.12,282.85,281.5,266.26,266.26,283.62,286.9,265.22,265.16,266.66,269.37,269.53,269.84,269.85,299.22,300.3,279.28,289.06,269.13,258.08,237.73,235.72,235.08,233.17,230,230.41,234.12,232.18,233.8,218.41,217.57,262.94,270.92,266.87,265.09,264.47,261.41,271.15,265.99,208.66,208.52,200.71,239.78,239.78,235.15,235.15,246.01,246.14,239.38,239.3,245.87,245.58,238.36,238.36,251.39,248.61,248.59,222.02,222.79,232.91,234.05,220.57,220.57,214.11,214.11,212.23,212.1,217.43,217.43,210.02,213.43,213.17,208.67,208.67,223.78,223.83,218.75,218.73,214.78,214.78,206.85,205.73,205.77,205.86,206.94,204.29,209.05,199.58,196.68,186.81,187.06,174.99,174.99,189.59,189.59,194.96,194.96,195.16,187.23,187.23,198.91,198.91,222.27,222.42,224.2,224.2,221.84,221.84,234.01,234.01,213.37,213.37,213.37,212.76,210.92,198.4,198.62,204.94,205.05,199.91,199.91,207.28,207.95,208.36,208.36,222.22,218.15,204.29,202.3,138.31,95.421,91.062,99.577,161.05,174.11,178.72,175.41,175.41,50.554
287.68,289.89,289.89,291.11,290.66,290.66,289.12,289.13,289.13,286.49,286.71,292.28,292.45,278.73,278.44,272.11,270.36,309.51,314.58,314.44,319.54,317.99,313.5,314.32,311.1,312.84,302.25,299.83,293.44,293.16,296.2,296.2,294.01,294.01,306.64,304.9,299.75,305.33,313.55,303.07,298.64,304.76,303.37,300.91,300.45,282.22,282.28,278.09,279.62,276.74,273.53,273.66,271.4,271.42,291.24,291.25,298.35,296.37,286.34,286.34,290.79,292.47,289.05,287.05,286.65,287.59,287.62,288.25,288.25,286.27,288.43,284.76,292.27,283.18,259.96,260.1,252.45,251.31,247.39,242.99,243.23,246.66,242.49,241.27,241.55,240.42,259.4,265.81,264.24,261.23,259.48,253.02,260.74,263.04,254.09,254.02,240.13,241.81,241.81,239.54,239.54,251.11,251.94,242.02,242.12,249.78,249.57,247.23,247.23,266.15,264.65,264.68,227.94,227.94,230.01,230.23,225.65,225.65,226.54,226.54,224.05,223.24,237.4,237.4,223.97,218.58,218.73,215.34,215.34,219.6,219.54,222.35,222.41,222.16,222.16,223.76,221.91,218.68,218.29,219.25,217.7,224.68,217.83,215.77,212.59,213.08,212.31,212.31,206.66,206.66,208.75,208.75,208.62,213.98,213.98,215.18,215.18,223.71,223.74,229.84,229.84,225.51,225.51,234.99,234.99,232.56,232.56,232.56,225.74,217.81,208.19,207.91,204.49,204.5,209.7,209.7,212.86,211.87,213.18,213.18,222.85,214.6,224.06,217.52,204.36,119,116.44,65.413,152.45,147.98,150.43,192.2,192.2,118.85
