534	8
535	12
536	11
537	7
538	14
539	12
540	15
541	16
542	14
543	10
544	14
545	7
546	10
547	9
548	7
549	11
550	9
551	19
552	17
553	7
554	10
555	17
556	16
557	9
558	12
559	8
560	9
561	9
562	16
563	12
564	13
565	12
566	9
567	19
568	9
569	16
570	11
571	13
572	17
573	7
574	11
575	9
576	9
577	4
578	8
579	4
580	9
581	4
582	11
583	15
584	11
585	4
586	7
587	13
588	6
589	4
590	7
591	9
592	6
593	8
594	11
595	5
596	10
597	10
598	9
599	16
600	8
601	4
602	7
603	6
604	6
605	8
606	4
607	6
608	12
609	5
610	6
611	5
612	8
613	5
614	9
615	12
616	11
617	8
618	8
619	7
620	6
621	7
622	6
623	6
624	5
625	9
626	4
627	8
628	9
629	4
630	2
631	7
632	2
633	5
634	5
635	5
636	1
637	6
638	6
639	3
640	8
641	3
642	4
643	1
644	5
645	7
646	4
647	9
648	4
649	2
650	3
651	4
652	3
653	7
654	6
655	2
656	5
657	6
658	4
659	2
660	4
661	7
662	4
663	8
664	7
665	4
666	6
667	6
668	4
669	7
670	4
671	2
672	4
673	7
674	8
675	7
676	4
677	11
678	3
679	9
680	5
681	10
682	7
683	6
684	5
685	7
686	4
687	12
688	11
689	9
690	7
691	12
692	6
693	8
694	6
695	10
696	6
697	10
698	10
699	6
700	13
701	13
702	6
703	5
704	15
705	15
706	10
707	14
708	18
709	12
710	10
711	11
712	6
713	16
714	12
715	10
716	11
717	14
718	13
719	9
720	5
721	16
722	10
723	15
724	10
725	10
726	14
727	7
728	10
729	6
730	6
731	5
732	9
733	6
734	5
735	5
736	11
737	4
738	12
739	4
740	3
741	6
742	5
743	5
744	2
745	4
746	4
747	1
748	3
749	5
750	6
751	1
752	2
753	3
754	3
755	6
756	2
757	6
758	4
759	1
760	2
761	4
762	1
763	4
764	1
765	0
766	0
767	3
768	1
769	1
770	1
771	2
772	0
773	2
774	3
775	1
776	4
777	0
778	1
779	1
780	2
781	4
782	2
783	2
784	2
785	4
786	3
787	0
788	2
789	3
790	2
791	4
792	2
793	1
794	2
795	3
796	2
797	4
798	2
799	3
800	2
801	2
802	1
803	0
804	1
805	1
806	1
807	2
808	0
809	2
810	0
811	7
812	2
813	2
814	0
815	2
816	4
817	0
818	3
819	0
820	2
821	1
822	4
823	0
824	1
825	1
826	5
827	1
828	3
829	0
830	3
831	2
832	1
833	1
834	3
835	4
836	1
837	1
838	3
839	0
840	7
841	5
842	5
843	4
844	3
845	3
846	3
847	2
848	6
849	4
850	5
851	4
852	2
853	3
854	7
855	4
856	2
857	3
858	5
859	4
860	6
861	2
862	3
863	1
864	5
865	3
866	5
867	5
868	2
869	4
870	6
871	2
872	6
873	5
874	2
875	1
876	2
877	7
878	1
879	2
880	2
881	0
882	2
883	2
884	2
885	2
886	1
887	2
888	3
889	2
890	4
891	1
892	0
893	2
894	0
895	3
896	3
897	2
898	0
899	4
900	1
901	4
902	1
903	1
904	4
905	3
906	1
907	1
908	0
909	1
910	1
911	0
912	1
913	0
914	3
915	1
916	3
917	2
918	1
919	0
920	3
921	0
922	1
923	1
924	0
925	1
926	0
927	0
928	2
929	2
930	1
931	0
932	1
933	2
934	0
935	3
936	0
937	0
938	3
939	3
940	1
941	2
942	1
943	3
944	1
945	1
946	1
947	1
948	0
949	0
950	3
951	0
952	2
953	0
954	1
955	0
956	0
957	1
958	1
959	0
960	3
961	2
962	1
963	1
964	1
965	2
966	0
967	1
968	1
969	0
970	0
971	0
972	0
973	4
974	1
975	1
976	1
977	0
978	1
979	0
980	1
981	1
982	0
983	0
984	3
985	1
986	2
987	0
988	1
989	0
990	1
991	1
992	0
993	0
994	0
995	0
996	1
997	0
998	0
999	0
1000	1
1001	0
1002	1
1003	0
1004	1
1005	0
1006	0
1007	0
1008	1
1009	0
1010	0
1011	0
1012	0
1013	0
1014	1
1015	0
1016	0
1017	0
1018	0
1019	0
1020	0
1021	0
1022	0
1023	0
