0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	10
23	15
24	21
25	14
26	20
27	18
28	18
29	20
30	15
31	23
32	26
33	37
34	42
35	44
36	33
37	29
38	29
39	28
40	34
41	30
42	23
43	23
44	29
45	20
46	27
47	23
48	24
49	23
50	24
51	26
52	17
53	23
54	29
55	24
56	20
57	27
58	18
59	21
60	23
61	27
62	26
63	27
64	16
65	22
66	27
67	23
68	25
69	25
70	30
71	26
72	27
73	25
74	28
75	28
76	14
77	23
78	16
79	24
80	28
81	26
82	21
83	20
84	25
85	26
86	29
87	21
88	14
89	22
90	19
91	27
92	24
93	20
94	14
95	18
96	26
97	16
98	19
99	18
100	28
101	22
102	23
103	24
104	24
105	24
106	21
107	19
108	24
109	18
110	18
111	19
112	22
113	23
114	20
115	11
116	23
117	26
118	22
119	22
120	20
121	17
122	23
123	20
124	14
125	29
126	18
127	23
128	22
129	24
130	26
131	19
132	25
133	23
134	15
135	23
136	18
137	24
138	20
139	24
140	13
141	15
142	18
143	20
144	17
145	17
146	26
147	15
148	15
149	13
150	18
151	19
152	19
153	17
154	17
155	20
156	22
157	21
158	14
159	18
160	14
161	17
162	19
163	13
164	23
165	20
166	18
167	22
168	15
169	9
170	9
171	14
172	13
173	13
174	17
175	14
176	15
177	5
178	9
179	12
180	14
181	16
182	15
183	8
184	15
185	9
186	14
187	10
188	7
189	16
190	20
191	15
192	7
193	12
194	15
195	18
196	11
197	15
198	14
199	15
200	19
201	13
202	17
203	18
204	12
205	16
206	15
207	12
208	15
209	15
210	12
211	16
212	16
213	12
214	12
215	9
216	8
217	20
218	10
219	10
220	11
221	12
222	12
223	14
224	9
225	16
226	10
227	16
228	13
229	16
230	14
231	10
232	7
233	11
234	9
235	15
236	15
237	12
238	13
239	7
240	7
241	13
242	8
243	8
244	9
245	14
246	16
247	8
248	16
249	8
250	16
251	12
252	21
253	8
254	15
255	21
256	17
257	8
258	11
259	12
260	12
261	8
262	12
263	8
264	12
265	11
266	13
267	10
268	14
269	12
270	8
271	12
272	12
273	10
274	10
275	10
276	8
277	14
278	10
279	9
280	10
281	7
282	7
283	13
284	12
285	9
286	6
287	6
288	10
289	11
290	9
291	16
292	17
293	15
294	13
295	9
296	13
297	5
298	8
299	9
300	13
301	8
302	12
303	14
304	7
305	6
306	12
307	11
308	11
309	12
310	13
311	11
312	9
313	13
314	6
315	10
316	14
317	9
318	9
319	6
320	5
321	10
322	2
323	8
324	10
325	16
326	5
327	11
328	12
329	12
330	6
331	10
332	14
333	5
334	13
335	5
336	19
337	6
338	5
339	13
340	7
341	14
342	5
343	13
344	7
345	8
346	8
347	9
348	16
349	14
350	8
351	4
352	6
353	7
354	4
355	5
356	8
357	4
358	9
359	4
360	10
361	8
362	10
363	8
364	13
365	6
366	10
367	4
368	7
369	12
370	11
371	5
372	12
373	8
374	8
375	12
376	8
377	8
378	3
379	6
380	9
381	6
382	11
383	15
384	5
385	15
386	12
387	8
388	4
389	14
390	6
391	9
392	10
393	9
394	9
395	7
396	8
397	12
398	9
399	9
400	6
401	4
402	8
403	11
404	8
405	13
406	9
407	14
408	9
409	10
410	7
411	6
412	6
413	10
414	5
415	5
416	12
417	13
418	12
419	8
420	11
421	10
422	8
423	14
424	10
425	9
426	8
427	7
428	7
429	8
430	6
431	4
432	6
433	9
434	8
435	19
436	11
437	9
438	7
439	8
440	7
441	8
442	12
443	13
444	10
445	5
446	3
447	9
448	10
449	10
450	4
451	4
452	10
453	7
454	12
455	9
456	8
457	6
458	10
459	7
460	2
461	9
462	6
463	6
464	8
465	9
466	8
467	8
468	8
469	10
470	9
471	9
472	9
473	10
474	4
475	7
476	7
477	5
478	6
479	3
480	3
481	7
482	7
483	7
484	6
485	11
486	10
487	5
488	5
489	3
490	9
491	1
492	5
493	6
494	3
495	12
496	5
497	3
498	7
499	5
500	8
501	5
502	2
503	8
504	4
505	3
506	10
507	7
508	7
509	8
510	7
511	7
512	5
513	4
514	5
515	5
516	2
517	5
518	8
519	4
520	4
521	4
522	7
523	4
524	5
525	7
526	4
527	3
528	7
529	6
530	1
531	9
532	6
533	7
