0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	1
22	20
23	32
24	28
25	21
26	30
27	32
28	38
29	36
30	24
31	52
32	50
33	45
34	49
35	41
36	51
37	42
38	47
39	40
40	48
41	37
42	36
43	27
44	38
45	31
46	22
47	25
48	23
49	23
50	26
51	14
52	29
53	24
54	33
55	25
56	30
57	33
58	32
59	24
60	20
61	30
62	28
63	34
64	35
65	33
66	38
67	35
68	24
69	32
70	36
71	39
72	25
73	31
74	26
75	39
76	33
77	39
78	37
79	34
80	41
81	51
82	45
83	37
84	42
85	46
86	45
87	40
88	46
89	43
90	39
91	62
92	59
93	46
94	57
95	49
96	47
97	58
98	38
99	50
100	42
101	42
102	41
103	38
104	51
105	38
106	44
107	35
108	44
109	43
110	46
111	36
112	44
113	34
114	43
115	41
116	40
117	40
118	29
119	36
120	37
121	46
122	35
123	36
124	27
125	33
126	30
127	32
128	32
129	40
130	49
131	29
132	35
133	29
134	35
135	25
136	25
137	36
138	49
139	30
140	32
141	29
142	28
143	39
144	33
145	30
146	30
147	29
148	38
149	32
150	26
151	37
152	21
153	26
154	32
155	29
156	31
157	35
158	37
159	28
160	31
161	27
162	29
163	36
164	36
165	26
166	30
167	28
168	17
169	31
170	31
171	26
172	26
173	29
174	27
175	22
176	23
177	25
178	20
179	26
180	27
181	25
182	27
183	32
184	33
185	25
186	32
187	27
188	27
189	28
190	20
191	22
192	24
193	34
194	25
195	30
196	27
197	30
198	26
199	25
200	31
201	34
202	31
203	24
204	37
205	28
206	29
207	29
208	29
209	28
210	22
211	23
212	25
213	30
214	44
215	31
216	33
217	30
218	27
219	21
220	34
221	30
222	38
223	25
224	31
225	24
226	26
227	18
228	23
229	26
230	22
231	26
232	16
233	19
234	23
235	23
236	15
237	16
238	11
239	21
240	13
241	6
242	11
243	15
244	10
245	15
246	15
247	6
248	17
249	10
250	8
251	9
252	12
253	15
254	6
255	13
256	12
257	8
258	9
259	17
260	8
261	7
262	7
263	10
264	13
265	8
266	11
267	8
268	7
269	13
270	11
271	6
272	9
273	8
274	6
275	6
276	2
277	5
278	12
279	10
280	2
281	5
282	7
283	7
284	10
285	9
286	3
287	6
288	7
289	6
290	7
291	6
292	7
293	6
294	3
295	7
296	7
297	5
298	8
299	6
300	12
301	3
302	3
303	4
304	11
305	17
306	12
307	10
308	22
309	17
310	22
311	23
312	38
313	45
314	56
315	48
316	56
317	71
318	77
319	76
320	68
321	82
322	105
323	104
324	104
325	129
326	142
327	113
328	130
329	127
330	134
331	147
332	121
333	147
334	155
335	157
336	123
337	122
338	125
339	100
340	82
341	92
342	73
343	67
344	51
345	47
346	40
347	40
348	35
349	31
350	25
351	24
352	25
353	9
354	13
355	9
356	6
357	6
358	0
359	7
360	7
361	4
362	6
363	0
364	0
365	1
366	2
367	0
368	0
369	0
370	2
371	1
372	0
373	1
374	2
375	2
376	2
377	2
378	0
379	1
380	0
381	0
382	1
383	0
384	0
385	1
386	1
387	0
388	2
389	0
390	0
391	0
392	2
393	2
394	1
395	0
396	0
397	1
398	1
399	2
400	1
401	1
402	1
403	0
404	1
405	1
406	0
407	0
408	2
409	0
410	0
411	0
412	0
413	2
414	0
415	1
416	0
417	0
418	2
419	1
420	0
421	0
422	1
423	0
424	1
425	2
426	1
427	1
428	1
429	2
430	1
431	1
432	1
433	0
434	0
435	0
436	3
437	1
438	1
439	1
440	1
441	0
442	1
443	0
444	2
445	0
446	0
447	1
448	1
449	0
450	2
451	0
452	0
453	1
454	0
455	2
456	2
457	0
458	0
459	1
460	1
461	1
462	0
463	0
464	1
465	0
466	0
467	0
468	0
469	2
470	1
471	0
472	1
473	0
474	1
475	1
476	0
477	0
478	0
479	1
480	0
481	0
482	0
483	2
484	0
485	3
486	0
487	1
488	0
489	0
490	1
491	0
492	0
493	1
494	1
495	0
496	1
497	0
498	0
499	0
500	0
501	1
502	0
503	3
504	2
505	1
506	0
507	0
508	0
509	0
510	0
511	0
512	0
513	1
514	0
515	1
516	0
517	1
518	0
519	1
520	0
521	0
522	1
523	1
524	0
525	0
526	2
527	0
528	1
529	0
530	3
531	0
532	0
533	2
